ticker,entry_action,open_date,open_price,close_date,close_price,size_thb,pnl_thb,pnl_pct,reason
TIDLOR.BK,BUY-DIP,2024-01-08,271.16653560095205,2024-01-18,263.9047160721082,56482.63645676153,-1512.6007770586366,-2.6779925158354807,STOP
EGCO.BK,BUY-DIP,2024-01-08,405.2803360838675,2024-01-24,379.33796472134986,92045.6162373539,-5891.925529362663,-6.40109303431618,STOP
KTC.BK,BUY-DIP,2024-01-08,119.80091295130683,2024-01-31,115.82665779430396,47997.53239504453,-1592.2619948810461,-3.317383030810638,STOP
OSP.BK,BUY-DIP,2024-01-08,148.10923715746017,2024-02-07,138.57902368824938,108317.63259375001,-6969.789196878512,-6.434584130008647,STOP
TLI.BK,BUY-DIP,2024-02-05,244.13875625937183,2024-02-16,229.60623745016642,149678.07397282543,-8909.685044126294,-5.952565267337604,STOP
MTC.BK,BUY-DIP,2024-01-22,219.7225709995732,2024-03-05,212.56996899097382,154893.6443064755,-5042.233878593775,-3.255287782252134,STOP
OR.BK,BUY-DIP,2024-01-29,605.9137066787331,2024-03-07,554.658029197911,153902.29460071467,-13018.960107128369,-8.45923716790894,STOP
BBL.BK,BUY-DIP,2024-01-08,166.70386730278,2024-03-13,158.58514355118555,127466.25,-6207.794025090494,-4.870147215510375,STOP
TLI.BK,BUY-DIP,2024-03-11,233.68842895758888,2024-03-14,225.20940000569695,125017.37697717156,-4536.065236980168,-3.6283477918501386,STOP
COM7.BK,BUY-DIP,2024-02-12,130.62336844122856,2024-03-19,118.55709255124061,101044.25524890283,-9333.918390568782,-9.237455773785944,STOP
OR.BK,BUY-DIP,2024-03-18,582.0628234043069,2024-03-19,559.8038574876082,112557.04497940427,-4304.352257420498,-3.8241517962808196,STOP
TISCO.BK,BUY-DIP,2024-03-18,176.76445842137704,2024-03-21,163.87844857054947,146186.8496009926,-10656.9227821198,-7.289932583681207,STOP
INTUCH.BK,BUY-DIP,2024-03-25,253.36275323677933,2024-03-26,251.31450775582877,146872.48209536172,-1187.352497099986,-0.808424069751241,STOP
BJC.BK,BUY-DIP,2024-04-01,258.96075697860203,2024-04-04,244.56586905632832,148336.49377782634,-8245.60148660402,-5.558714026875961,STOP
BH.BK,BUY-DIP,2024-01-08,927.055942533523,2024-04-05,850.2816483846173,78218.06353809741,-6477.642116634757,-8.281516856371308,STOP
SCGP.BK,BUY-DIP,2024-03-11,283.77260577587833,2024-04-08,272.6137725054897,147118.21008757796,-5785.151716518623,-3.9323151859139545,STOP
MTC.BK,BUY-DIP,2024-04-01,221.21687431730678,2024-04-09,211.85468914367902,126052.64400005237,-5334.7114608496195,-4.232129760679516,STOP
BANPU.BK,BUY-DIP,2024-04-08,380.3659695432668,2024-04-19,373.2418512835236,143688.52882073825,-2691.234636780544,-1.87296415299655,STOP
KBANK.BK,BUY-DIP,2024-04-08,203.10532089706658,2024-04-23,191.66995508811704,3880.4171098768675,-218.47772843547182,-5.630264021859354,STOP
MINT.BK,BUY-DIP,2024-02-19,900.0469127701006,2024-04-24,818.0978826558515,140346.71627089975,-12778.530890931128,-9.104973191012022,STOP
KKP.BK,BUY-DIP,2024-04-15,119.91916743005586,2024-06-12,112.57705096179554,143607.23949237392,-8792.431607343693,-6.122554572055961,STOP
BGRIM.BK,BUY-DIP,2024-04-08,638.8351183956152,2024-06-25,587.994479769383,122102.91957864285,-9717.359347895675,-7.958334969735932,STOP
MINT.BK,BUY-DIP,2024-07-01,876.5088416538919,2024-07-09,841.9971135464527,112048.90852760964,-4411.822541964895,-3.9374078694196215,STOP
GULF.BK,BUY-DIP,2024-01-08,282.6882898101201,2024-08-26,361.8455536617214,46527.428460160714,13028.42764881163,28.001606966022784,CUT
ADVANC.BK,BUY-STRONG,2024-08-26,323.7589821739537,2024-08-27,315.09321141673877,59377.456140597984,-1589.3039309857413,-2.676611687813771,STOP
GULF.BK,BUY-DIP,2024-01-08,282.6882898101201,2024-09-02,358.8991778792971,9970.163241463011,2687.8898851343893,26.95933677350674,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2024-09-02,116.74914147366427,53657.32918455631,-1335.8429187558795,-2.489581458967516,TRIM
GULF.BK,BUY-DIP,2024-01-08,282.6882898101201,2024-09-16,320.5413764631976,6979.114269024108,934.5311663406637,13.390397840145116,CUT
CPF.BK,BUY-DIP,2024-04-15,370.93453439885474,2024-09-16,378.39137717824,58829.38795421079,1182.6385954948928,2.010285397521706,TRIM
CPN.BK,BUY-DIP,2024-06-17,169.48867191362112,2024-09-16,157.55916977057103,134410.96921937363,-9460.549352638453,-7.038524762958732,STOP
BEM.BK,BUY-STRONG,2024-09-02,367.7852775204647,2024-09-17,327.2316738563947,122399.9401543755,-13496.34954120814,-11.02643475494026,STOP
GULF.BK,BUY-DIP,2024-01-08,282.6882898101201,2024-09-23,317.78594764422286,2093.7342807072323,259.95123260731225,12.415674472288078,CUT
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2024-09-23,116.95277573239649,26828.664592278154,-622.2918001915023,-2.3195034477064906,TRIM
GULF.BK,BUY-DIP,2024-01-08,282.6882898101201,2024-09-30,325.44865194631876,448.6573458658356,67.86538840068386,15.126329486417905,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2024-09-30,119.23269709267407,13414.332296139077,-55.707460392584835,-0.41528314017253465,TRIM
GULF.BK,BUY-DIP,2024-01-08,282.6882898101201,2024-10-07,326.31569890397975,224.3286729329178,34.62074354795823,15.433044334154754,TRIM
CPF.BK,BUY-DIP,2024-04-15,370.93453439885474,2024-10-07,343.2886765736139,41180.57156794755,-3069.1998753221123,-7.453028839723514,CUT
CPF.BK,BUY-DIP,2024-04-15,370.93453439885474,2024-10-07,342.0032642435851,17648.816386263243,-1376.5304317626506,-7.799562314184749,STOP
RATCH.BK,BUY-DIP,2024-09-23,280.81467933489705,2024-10-07,268.47893997551216,164245.9469093438,-7215.061537052825,-4.392839928668199,STOP
GULF.BK,BUY-DIP,2024-01-08,282.6882898101201,2024-10-14,343.92437311060996,112.1643364664589,24.29709647972254,21.66205163348711,TRIM
BDMS.BK,BUY-DIP,2024-10-14,224.99030525587546,2024-10-15,219.58439142235167,161062.24710272407,-3869.8939880135295,-2.4027318987703836,STOP
GLOBAL.BK,BUY-DIP,2024-10-14,64.0477334152918,2024-10-15,63.32298167273314,89478.97249989153,-1012.5267169278377,-1.1315806257487646,STOP
GULF.BK,BUY-DIP,2024-01-08,282.6882898101201,2024-10-21,342.49665293286205,56.08216823322945,11.865304659972566,21.15700058283804,TRIM
CRC.BK,BUY-DIP,2024-10-21,40.737417168890666,2024-10-21,40.44832591490427,161057.12129504967,-1142.934638334933,-0.7096455152958597,STOP
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2024-10-28,1874.8434431112482,75000.0,86909.61775603009,115.87949034137344,TRIM
GULF.BK,BUY-DIP,2024-01-08,282.6882898101201,2024-10-28,323.08568563522965,28.041084116614726,4.007193843031011,14.290438366670333,TRIM
BJC.BK,BUY-DIP,2024-04-22,249.22773093743004,2024-10-28,318.561729154375,70287.46791946169,19553.647409424928,27.819535954589103,TRIM
GULF.BK,BUY-DIP,2024-01-08,282.6882898101201,2024-11-04,320.9221050780458,19.628758881630308,2.654805197353607,13.525079264375305,CUT
KTC.BK,BUY-DIP,2024-04-29,137.12637174660043,2024-11-04,142.11845046626294,65418.5120191053,2381.557665115266,3.640495009149304,TRIM
GULF.BK,BUY-DIP,2024-01-08,282.6882898101201,2024-11-11,300.71218210658685,8.412325234984419,0.5363605407923089,6.375889255466979,SELL-STRONG
KKP.BK,BUY-DIP,2024-09-23,139.85971143856483,2024-11-11,138.02558429148812,69786.04976744382,-915.1776952002401,-1.3114049272741375,TRIM
KTC.BK,BUY-DIP,2024-04-29,137.12637174660043,2024-11-18,144.94871112176037,32709.25600955265,1865.8912793851705,5.704474839905383,TRIM
BJC.BK,BUY-DIP,2024-04-22,249.22773093743004,2024-11-25,323.7956054755137,35143.733959730846,10514.855368830984,29.919573659643973,TRIM
KTC.BK,BUY-DIP,2024-04-29,137.12637174660043,2024-11-25,140.67829432646278,16354.628004776325,423.6265552388504,2.5902549120354887,TRIM
KKP.BK,BUY-DIP,2024-09-23,139.85971143856483,2024-11-25,142.4221623724487,34893.02488372191,639.2953573238337,1.8321580300195583,TRIM
KKP.BK,BUY-DIP,2024-09-23,139.85971143856483,2024-12-24,133.62429416188223,34893.02488372191,-1555.6486421841837,-4.458337009669562,STOP
SAWAD.BK,BUY-DIP,2024-12-23,311.37209262315025,2024-12-26,302.8305675086124,164108.25095465092,-4501.799551858159,-2.743189038741367,STOP
BGRIM.BK,BUY-DIP,2024-12-23,745.8797163291688,2024-12-31,720.3793431230737,139455.08895498846,-4767.734979230881,-3.4188318367999826,STOP
CPN.BK,BUY-DIP,2025-01-06,194.67488063409817,2025-01-15,189.58186376790937,160816.12931491924,-4207.215929904749,-2.6161653982269035,STOP
BEM.BK,BUY-DIP,2024-12-30,383.4407873612384,2025-01-17,361.4842261766246,161429.85989687475,-9243.786036017496,-5.726193432815123,STOP
GPSC.BK,BUY-DIP,2025-01-20,123.87993558594103,2025-02-05,116.60560745737513,160731.77797851837,-9438.297559433326,-5.872079359872909,STOP
IVL.BK,BUY-DIP,2025-02-03,712.9212091681273,2025-02-06,677.8986859414309,158095.4517474815,-7766.498681280587,-4.912537707717015,STOP
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2025-02-10,1676.2280801643146,52500.0,48830.17458602651,93.00985635433621,CUT
OSP.BK,BUY-DIP,2025-02-10,152.5418087205788,2025-02-14,142.89503375278093,139981.38734443366,-8852.451368696347,-6.32402031201069,STOP
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2025-02-17,1696.5983880292251,15749.999999999998,15018.475882683013,95.35540242973343,CUT
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2025-02-24,1752.3733123310428,3375.000000000001,3434.99485015925,101.77762518990367,TRIM
KBANK.BK,BUY-DIP,2025-02-10,208.1451866394672,2025-02-24,196.78642898718334,164727.58947301775,-8989.402049973345,-5.457132031574955,STOP
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2025-03-03,1800.0067282354478,1687.5000000000005,1810.0528511186662,107.26239117740242,TRIM
IVL.BK,BUY-DIP,2025-03-03,708.6293581310181,2025-03-04,700.5095171114625,151184.375301005,-1732.348622025369,-1.145851625590474,STOP
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2025-03-17,1753.1484873365828,843.7500000000002,859.501825155508,101.8668829813935,TRIM
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2025-03-24,1688.2536117718219,421.8750000000001,398.2269669315865,94.39454030970936,TRIM
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2025-03-31,1668.450283759235,295.31250000000006,272.0249811274578,92.11427932358359,CUT
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2025-04-07,1698.849475274545,63.28125000000003,60.50611699972052,95.61460464153362,TRIM
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2025-04-14,1814.0824390570208,31.640625000000014,34.451307192818064,108.88314372051136,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2025-05-19,173.58357148834946,6707.166148069538,3016.8351775044193,44.97928202319436,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2025-06-02,173.97752056908638,3353.583074034769,1519.4519318943876,45.308313476973204,TRIM
TOP.BK,BUY-DIP,2025-02-17,344.73278344260876,2025-07-21,326.1363517729568,76651.27975372058,-4134.913633964694,-5.394448269161467,TRIM
TOP.BK,BUY-DIP,2025-02-17,344.73278344260876,2025-07-22,323.93185157351166,76651.27975372058,-4625.083903868639,-6.033929138207431,STOP
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2025-08-18,171.42020003225653,1676.7915370173846,723.9112455839249,43.17240572859711,TRIM
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2025-08-25,1917.2635796419834,15.820312500000007,19.105237677125835,120.76397148998052,TRIM
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2025-08-25,148.50306121067098,74583.75244586256,17242.624778508703,23.118473143362493,TRIM
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2025-09-01,1789.8959797277303,11.074218750000004,11.749545160668426,106.09818557781713,CUT
TTB.BK,BUY-DIP,2024-01-08,868.467606694147,2025-09-08,1851.1845964937245,2.3730468750000018,2.6852279390480236,113.15528434506889,TRIM
PTTGC.BK,BUY-DIP,2025-07-28,47.11435267439098,2025-09-09,46.03325794938595,171636.27304520554,-3938.397937695816,-2.2946186536330355,STOP
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2025-09-22,168.44723724287678,1173.7540759121691,477.5928818329935,40.689348104017256,CUT
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2025-09-22,140.48210884183368,37291.87622293128,6141.447691803107,16.468594004467512,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2025-09-29,169.54432515491888,251.51873055260774,104.64600361852615,41.6056503579714,TRIM
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2025-09-29,138.92328674025157,18645.93811146564,2829.7507219157415,15.176231439788431,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2025-10-06,169.48958552484976,125.75936527630387,52.26550555931669,41.559931098956326,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2025-10-13,173.65790609892696,88.0315556934127,39.650616311304276,45.04136726765955,CUT
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2025-10-13,145.30936150334523,9322.96905573282,1908.4763896152672,20.470693168735977,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2025-10-20,185.28482746261386,18.863904791445584,10.328426443557586,54.752324917592496,TRIM
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2025-11-03,137.23377684088655,4661.48452786641,642.1437514857344,13.775520387271294,TRIM
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2025-11-10,140.29538099871482,2330.742263933205,380.2322762121571,16.3137847584444,TRIM
BJC.BK,BUY-DIP,2024-04-22,249.22773093743004,2025-12-08,367.6056213138044,17571.866979865423,8346.26441939949,47.497880725838556,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2025-12-08,183.79352590994924,9.431952395722792,5.046733098088026,53.50677024596331,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2025-12-15,162.7319101760005,4.715976197861396,1.6937820773016554,35.91583176500664,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2025-12-22,175.6062205759377,2.357988098930698,1.1004406268470377,46.66862514471834,TRIM
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2025-12-22,136.34442474691258,1165.3711319666024,151.94331398451277,13.038190994838134,TRIM
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2025-12-29,135.21520925740916,815.7597923766217,98.72324687053333,12.101999607373953,CUT
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2026-01-05,155.55919637578867,1.178994049465349,0.35281499334781063,29.925086857546518,TRIM
GPSC.BK,BUY-DIP,2025-03-10,120.61801727978707,2026-01-05,134.94641220890333,174.80566979499037,20.765427331319927,11.879149775675657,TRIM
BJC.BK,BUY-DIP,2024-04-22,249.22773093743004,2026-01-12,358.0070960276833,8785.933489932711,3834.758929775813,43.64657363010817,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2026-01-12,142.3228240051147,0.8252958346257443,0.15573245378324851,18.869894557733975,CUT
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2026-01-26,152.7719513875219,0.17684910741980236,0.04880530139280431,27.597143183171884,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2026-02-02,155.46178299233696,0.08842455370990118,0.026389181453773836,29.843725918425477,TRIM
COM7.BK,BUY-DIP,2024-07-15,119.72991524442703,2026-02-09,158.03162446822319,0.04421227685495059,0.014143547740455883,31.99009131978731,TRIM
